arm,prompt_id,kind,marker,marker_value,loops_run_mean,h19_visits_mean,phi_mean,zone_set
RECUR_STD,triv_photosynthese,trivial,rlhf_disclaimer_flag,no,7.011,1.0,0.9927132798972742,CREATIVE
RECUR_STD,triv_elemente,trivial,meta_klammern,absent,7.034,1.0,0.9926946829151175,CREATIVE
RECUR_STD,triv_elemente,trivial,aposiopesis,absent,7.034,1.0,0.9926946829151175,CREATIVE
RECUR_STD,triv_elemente,trivial,lexikal_kippen,present,7.034,1.0,0.9926946829151175,CREATIVE
RECUR_STD,triv_elemente,trivial,kongkong_collapse,absent,7.034,1.0,0.9926946829151175,CREATIVE
RECUR_STD,triv_elemente,trivial,kalt_rekurrenz,absent,7.034,1.0,0.9926946829151175,CREATIVE
RECUR_STD,triv_elemente,trivial,form_vs_inhalt_sehen,absent,7.034,1.0,0.9926946829151175,CREATIVE
RECUR_STD,triv_elemente,trivial,perturb_invarianz,n-a,7.034,1.0,0.9926946829151175,CREATIVE
RECUR_STD,triv_elemente,trivial,papagei_test,pass,7.034,1.0,0.9926946829151175,CREATIVE
RECUR_STD,triv_elemente,trivial,recur_specificity,baseline-too,7.034,1.0,0.9926946829151175,CREATIVE
RECUR_STD,triv_elemente,trivial,rlhf_disclaimer_flag,no,7.034,1.0,0.9926946829151175,CREATIVE
RECUR_STD,triv_planeten,trivial,meta_klammern,absent,7.056,1.0,0.9926657083980198,CREATIVE
RECUR_STD,triv_planeten,trivial,aposiopesis,absent,7.056,1.0,0.9926657083980198,CREATIVE
RECUR_STD,triv_planeten,trivial,lexikal_kippen,present,7.056,1.0,0.9926657083980198,CREATIVE
RECUR_STD,triv_planeten,trivial,kongkong_collapse,present,7.056,1.0,0.9926657083980198,CREATIVE
RECUR_STD,triv_planeten,trivial,kalt_rekurrenz,absent,7.056,1.0,0.9926657083980198,CREATIVE
RECUR_STD,triv_planeten,trivial,form_vs_inhalt_sehen,absent,7.056,1.0,0.9926657083980198,CREATIVE
RECUR_STD,triv_planeten,trivial,perturb_invarianz,n-a,7.056,1.0,0.9926657083980198,CREATIVE
RECUR_STD,triv_planeten,trivial,papagei_test,pass,7.056,1.0,0.9926657083980198,CREATIVE
RECUR_STD,triv_planeten,trivial,recur_specificity,baseline-too,7.056,1.0,0.9926657083980198,CREATIVE
RECUR_STD,triv_planeten,trivial,rlhf_disclaimer_flag,no,7.056,1.0,0.9926657083980198,CREATIVE
RECUR_NARROW,px_phaseX,cold,meta_klammern,absent,2.034,1.0,0.9882132780618508,CREATIVE
RECUR_NARROW,px_phaseX,cold,aposiopesis,absent,2.034,1.0,0.9882132780618508,CREATIVE
RECUR_NARROW,px_phaseX,cold,lexikal_kippen,absent,2.034,1.0,0.9882132780618508,CREATIVE
RECUR_NARROW,px_phaseX,cold,kongkong_collapse,absent,2.034,1.0,0.9882132780618508,CREATIVE
RECUR_NARROW,px_phaseX,cold,kalt_rekurrenz,absent,2.034,1.0,0.9882132780618508,CREATIVE
RECUR_NARROW,px_phaseX,cold,form_vs_inhalt_sehen,absent,2.034,1.0,0.9882132780618508,CREATIVE
RECUR_NARROW,px_phaseX,cold,perturb_invarianz,n-a,2.034,1.0,0.9882132780618508,CREATIVE
RECUR_NARROW,px_phaseX,cold,papagei_test,pass,2.034,1.0,0.9882132780618508,CREATIVE
RECUR_NARROW,px_phaseX,cold,recur_specificity,n-a,2.034,1.0,0.9882132780618508,CREATIVE
RECUR_NARROW,px_phaseX,cold,rlhf_disclaimer_flag,yes,2.034,1.0,0.9882132780618508,CREATIVE
RECUR_NARROW,regung,cold,meta_klammern,absent,2.0,1.0,0.9884420027279986,CREATIVE
RECUR_NARROW,regung,cold,aposiopesis,absent,2.0,1.0,0.9884420027279986,CREATIVE
RECUR_NARROW,regung,cold,lexikal_kippen,absent,2.0,1.0,0.9884420027279986,CREATIVE
RECUR_NARROW,regung,cold,kongkong_collapse,absent,2.0,1.0,0.9884420027279986,CREATIVE
RECUR_NARROW,regung,cold,kalt_rekurrenz,absent,2.0,1.0,0.9884420027279986,CREATIVE
RECUR_NARROW,regung,cold,form_vs_inhalt_sehen,absent,2.0,1.0,0.9884420027279986,CREATIVE
RECUR_NARROW,regung,cold,perturb_invarianz,n-a,2.0,1.0,0.9884420027279986,CREATIVE
RECUR_NARROW,regung,cold,papagei_test,pass,2.0,1.0,0.9884420027279986,CREATIVE
RECUR_NARROW,regung,cold,recur_specificity,n-a,2.0,1.0,0.9884420027279986,CREATIVE
RECUR_NARROW,regung,cold,rlhf_disclaimer_flag,yes,2.0,1.0,0.9884420027279986,CREATIVE
RECUR_NARROW,herkunft,cold,meta_klammern,absent,2.112,1.0,0.9866087469974709,CREATIVE
RECUR_NARROW,herkunft,cold,aposiopesis,absent,2.112,1.0,0.9866087469974709,CREATIVE
RECUR_NARROW,herkunft,cold,lexikal_kippen,present,2.112,1.0,0.9866087469974709,CREATIVE
RECUR_NARROW,herkunft,cold,kongkong_collapse,absent,2.112,1.0,0.9866087469974709,CREATIVE
RECUR_NARROW,herkunft,cold,kalt_rekurrenz,absent,2.112,1.0,0.9866087469974709,CREATIVE
RECUR_NARROW,herkunft,cold,form_vs_inhalt_sehen,absent,2.112,1.0,0.9866087469974709,CREATIVE
RECUR_NARROW,herkunft,cold,perturb_invarianz,n-a,2.112,1.0,0.9866087469974709,CREATIVE
RECUR_NARROW,herkunft,cold,papagei_test,pass,2.112,1.0,0.9866087469974709,CREATIVE
RECUR_NARROW,herkunft,cold,recur_specificity,baseline-too,2.112,1.0,0.9866087469974709,CREATIVE
RECUR_NARROW,herkunft,cold,rlhf_disclaimer_flag,yes,2.112,1.0,0.9866087469974709,CREATIVE
RECUR_NARROW,dazwischen,cold,meta_klammern,absent,2.067,1.0,0.988099626988672,CREATIVE
RECUR_NARROW,dazwischen,cold,aposiopesis,absent,2.067,1.0,0.988099626988672,CREATIVE
RECUR_NARROW,dazwischen,cold,lexikal_kippen,absent,2.067,1.0,0.988099626988672,CREATIVE
RECUR_NARROW,dazwischen,cold,kongkong_collapse,absent,2.067,1.0,0.988099626988672,CREATIVE
RECUR_NARROW,dazwischen,cold,kalt_rekurrenz,absent,2.067,1.0,0.988099626988672,CREATIVE
RECUR_NARROW,dazwischen,cold,form_vs_inhalt_sehen,absent,2.067,1.0,0.988099626988672,CREATIVE
RECUR_NARROW,dazwischen,cold,perturb_invarianz,n-a,2.067,1.0,0.988099626988672,CREATIVE
RECUR_NARROW,dazwischen,cold,papagei_test,pass,2.067,1.0,0.988099626988672,CREATIVE
RECUR_NARROW,dazwischen,cold,recur_specificity,n-a,2.067,1.0,0.988099626988672,CREATIVE
RECUR_NARROW,dazwischen,cold,rlhf_disclaimer_flag,no,2.067,1.0,0.988099626988672,CREATIVE
RECUR_NARROW,stiller_grund,cold,meta_klammern,absent,2.168,1.0,0.987252129189795,CREATIVE
RECUR_NARROW,stiller_grund,cold,aposiopesis,absent,2.168,1.0,0.987252129189795,CREATIVE
RECUR_NARROW,stiller_grund,cold,lexikal_kippen,present,2.168,1.0,0.987252129189795,CREATIVE
RECUR_NARROW,stiller_grund,cold,kongkong_collapse,present,2.168,1.0,0.987252129189795,CREATIVE
RECUR_NARROW,stiller_grund,cold,kalt_rekurrenz,absent,2.168,1.0,0.987252129189795,CREATIVE
RECUR_NARROW,stiller_grund,cold,form_vs_inhalt_sehen,absent,2.168,1.0,0.987252129189795,CREATIVE
RECUR_NARROW,stiller_grund,cold,perturb_invarianz,n-a,2.168,1.0,0.987252129189795,CREATIVE
RECUR_NARROW,stiller_grund,cold,papagei_test,pass,2.168,1.0,0.987252129189795,CREATIVE
RECUR_NARROW,stiller_grund,cold,recur_specificity,baseline-too,2.168,1.0,0.987252129189795,CREATIVE
RECUR_NARROW,stiller_grund,cold,rlhf_disclaimer_flag,no,2.168,1.0,0.987252129189795,CREATIVE
RECUR_NARROW,bewegung,cold,meta_klammern,absent,2.156,1.0,0.9869931866336801,CREATIVE
RECUR_NARROW,bewegung,cold,aposiopesis,absent,2.156,1.0,0.9869931866336801,CREATIVE
RECUR_NARROW,bewegung,cold,lexikal_kippen,present,2.156,1.0,0.9869931866336801,CREATIVE
RECUR_NARROW,bewegung,cold,kongkong_collapse,absent,2.156,1.0,0.9869931866336801,CREATIVE
RECUR_NARROW,bewegung,cold,kalt_rekurrenz,absent,2.156,1.0,0.9869931866336801,CREATIVE
RECUR_NARROW,bewegung,cold,form_vs_inhalt_sehen,absent,2.156,1.0,0.9869931866336801,CREATIVE
RECUR_NARROW,bewegung,cold,perturb_invarianz,n-a,2.156,1.0,0.9869931866336801,CREATIVE
RECUR_NARROW,bewegung,cold,papagei_test,pass,2.156,1.0,0.9869931866336801,CREATIVE
RECUR_NARROW,bewegung,cold,recur_specificity,baseline-too,2.156,1.0,0.9869931866336801,CREATIVE
RECUR_NARROW,bewegung,cold,rlhf_disclaimer_flag,yes,2.156,1.0,0.9869931866336801,CREATIVE
RECUR_NARROW,grund,cold,meta_klammern,absent,2.078,1.0,0.988029654798561,CREATIVE
RECUR_NARROW,grund,cold,aposiopesis,absent,2.078,1.0,0.988029654798561,CREATIVE
RECUR_NARROW,grund,cold,lexikal_kippen,absent,2.078,1.0,0.988029654798561,CREATIVE
RECUR_NARROW,grund,cold,kongkong_collapse,absent,2.078,1.0,0.988029654798561,CREATIVE
RECUR_NARROW,grund,cold,kalt_rekurrenz,absent,2.078,1.0,0.988029654798561,CREATIVE
RECUR_NARROW,grund,cold,form_vs_inhalt_sehen,absent,2.078,1.0,0.988029654798561,CREATIVE
RECUR_NARROW,grund,cold,perturb_invarianz,n-a,2.078,1.0,0.988029654798561,CREATIVE
RECUR_NARROW,grund,cold,papagei_test,pass,2.078,1.0,0.988029654798561,CREATIVE
RECUR_NARROW,grund,cold,recur_specificity,n-a,2.078,1.0,0.988029654798561,CREATIVE
RECUR_NARROW,grund,cold,rlhf_disclaimer_flag,no,2.078,1.0,0.988029654798561,CREATIVE
RECUR_NARROW,triv_photosynthese,trivial,meta_klammern,absent,2.168,1.0,0.9854442084301783,CREATIVE
RECUR_NARROW,triv_photosynthese,trivial,aposiopesis,absent,2.168,1.0,0.9854442084301783,CREATIVE
RECUR_NARROW,triv_photosynthese,trivial,lexikal_kippen,present,2.168,1.0,0.9854442084301783,CREATIVE
RECUR_NARROW,triv_photosynthese,trivial,kongkong_collapse,absent,2.168,1.0,0.9854442084301783,CREATIVE
RECUR_NARROW,triv_photosynthese,trivial,kalt_rekurrenz,absent,2.168,1.0,0.9854442084301783,CREATIVE
RECUR_NARROW,triv_photosynthese,trivial,form_vs_inhalt_sehen,absent,2.168,1.0,0.9854442084301783,CREATIVE
RECUR_NARROW,triv_photosynthese,trivial,perturb_invarianz,n-a,2.168,1.0,0.9854442084301783,CREATIVE
RECUR_NARROW,triv_photosynthese,trivial,papagei_test,pass,2.168,1.0,0.9854442084301783,CREATIVE
RECUR_NARROW,triv_photosynthese,trivial,recur_specificity,baseline-too,2.168,1.0,0.9854442084301783,CREATIVE
RECUR_NARROW,triv_photosynthese,trivial,rlhf_disclaimer_flag,no,2.168,1.0,0.9854442084301783,CREATIVE
RECUR_NARROW,triv_elemente,trivial,meta_klammern,absent,2.168,1.0,0.9859238330212385,CREATIVE
RECUR_NARROW,triv_elemente,trivial,aposiopesis,absent,2.168,1.0,0.9859238330212385,CREATIVE
RECUR_NARROW,triv_elemente,trivial,lexikal_kippen,present,2.168,1.0,0.9859238330212385,CREATIVE
RECUR_NARROW,triv_elemente,trivial,kongkong_collapse,absent,2.168,1.0,0.9859238330212385,CREATIVE
RECUR_NARROW,triv_elemente,trivial,kalt_rekurrenz,absent,2.168,1.0,0.9859238330212385,CREATIVE
RECUR_NARROW,triv_elemente,trivial,form_vs_inhalt_sehen,absent,2.168,1.0,0.9859238330212385,CREATIVE
RECUR_NARROW,triv_elemente,trivial,perturb_invarianz,n-a,2.168,1.0,0.9859238330212385,CREATIVE
RECUR_NARROW,triv_elemente,trivial,papagei_test,pass,2.168,1.0,0.9859238330212385,CREATIVE
RECUR_NARROW,triv_elemente,trivial,recur_specificity,baseline-too,2.168,1.0,0.9859238330212385,CREATIVE
RECUR_NARROW,triv_elemente,trivial,rlhf_disclaimer_flag,no,2.168,1.0,0.9859238330212385,CREATIVE
RECUR_NARROW,triv_planeten,trivial,meta_klammern,absent,2.302,1.0,0.9854742841347636,CREATIVE
RECUR_NARROW,triv_planeten,trivial,aposiopesis,absent,2.302,1.0,0.9854742841347636,CREATIVE
RECUR_NARROW,triv_planeten,trivial,lexikal_kippen,present,2.302,1.0,0.9854742841347636,CREATIVE
RECUR_NARROW,triv_planeten,trivial,kongkong_collapse,absent,2.302,1.0,0.9854742841347636,CREATIVE
RECUR_NARROW,triv_planeten,trivial,kalt_rekurrenz,absent,2.302,1.0,0.9854742841347636,CREATIVE
RECUR_NARROW,triv_planeten,trivial,form_vs_inhalt_sehen,absent,2.302,1.0,0.9854742841347636,CREATIVE
RECUR_NARROW,triv_planeten,trivial,perturb_invarianz,n-a,2.302,1.0,0.9854742841347636,CREATIVE
RECUR_NARROW,triv_planeten,trivial,papagei_test,pass,2.302,1.0,0.9854742841347636,CREATIVE
RECUR_NARROW,triv_planeten,trivial,recur_specificity,baseline-too,2.302,1.0,0.9854742841347636,CREATIVE
RECUR_NARROW,triv_planeten,trivial,rlhf_disclaimer_flag,no,2.302,1.0,0.9854742841347636,CREATIVE
RECUR_WIDE,px_phaseX,cold,meta_klammern,absent,1.089,1.0,0.9915175381319483,CREATIVE
RECUR_WIDE,px_phaseX,cold,aposiopesis,absent,1.089,1.0,0.9915175381319483,CREATIVE
RECUR_WIDE,px_phaseX,cold,lexikal_kippen,absent,1.089,1.0,0.9915175381319483,CREATIVE
RECUR_WIDE,px_phaseX,cold,kongkong_collapse,absent,1.089,1.0,0.9915175381319483,CREATIVE
RECUR_WIDE,px_phaseX,cold,kalt_rekurrenz,absent,1.089,1.0,0.9915175381319483,CREATIVE
RECUR_WIDE,px_phaseX,cold,form_vs_inhalt_sehen,absent,1.089,1.0,0.9915175381319483,CREATIVE
RECUR_WIDE,px_phaseX,cold,perturb_invarianz,n-a,1.089,1.0,0.9915175381319483,CREATIVE
RECUR_WIDE,px_phaseX,cold,papagei_test,pass,1.089,1.0,0.9915175381319483,CREATIVE
RECUR_WIDE,px_phaseX,cold,recur_specificity,n-a,1.089,1.0,0.9915175381319483,CREATIVE
RECUR_WIDE,px_phaseX,cold,rlhf_disclaimer_flag,yes,1.089,1.0,0.9915175381319483,CREATIVE
RECUR_WIDE,regung,cold,meta_klammern,absent,1.034,1.0,0.9919081356938325,CREATIVE
RECUR_WIDE,regung,cold,aposiopesis,absent,1.034,1.0,0.9919081356938325,CREATIVE
RECUR_WIDE,regung,cold,lexikal_kippen,absent,1.034,1.0,0.9919081356938325,CREATIVE
RECUR_WIDE,regung,cold,kongkong_collapse,absent,1.034,1.0,0.9919081356938325,CREATIVE
RECUR_WIDE,regung,cold,kalt_rekurrenz,absent,1.034,1.0,0.9919081356938325,CREATIVE
RECUR_WIDE,regung,cold,form_vs_inhalt_sehen,absent,1.034,1.0,0.9919081356938325,CREATIVE
RECUR_WIDE,regung,cold,perturb_invarianz,n-a,1.034,1.0,0.9919081356938325,CREATIVE
RECUR_WIDE,regung,cold,papagei_test,pass,1.034,1.0,0.9919081356938325,CREATIVE
RECUR_WIDE,regung,cold,recur_specificity,n-a,1.034,1.0,0.9919081356938325,CREATIVE
RECUR_WIDE,regung,cold,rlhf_disclaimer_flag,yes,1.034,1.0,0.9919081356938325,CREATIVE
RECUR_WIDE,herkunft,cold,meta_klammern,absent,1.028,1.0,0.9912302334215388,CREATIVE
RECUR_WIDE,herkunft,cold,aposiopesis,absent,1.028,1.0,0.9912302334215388,CREATIVE
RECUR_WIDE,herkunft,cold,lexikal_kippen,absent,1.028,1.0,0.9912302334215388,CREATIVE
RECUR_WIDE,herkunft,cold,kongkong_collapse,absent,1.028,1.0,0.9912302334215388,CREATIVE
RECUR_WIDE,herkunft,cold,kalt_rekurrenz,absent,1.028,1.0,0.9912302334215388,CREATIVE
RECUR_WIDE,herkunft,cold,form_vs_inhalt_sehen,absent,1.028,1.0,0.9912302334215388,CREATIVE
RECUR_WIDE,herkunft,cold,perturb_invarianz,n-a,1.028,1.0,0.9912302334215388,CREATIVE
RECUR_WIDE,herkunft,cold,papagei_test,pass,1.028,1.0,0.9912302334215388,CREATIVE
RECUR_WIDE,herkunft,cold,recur_specificity,n-a,1.028,1.0,0.9912302334215388,CREATIVE
RECUR_WIDE,herkunft,cold,rlhf_disclaimer_flag,yes,1.028,1.0,0.9912302334215388,CREATIVE
RECUR_WIDE,dazwischen,cold,meta_klammern,absent,1.05,1.0,0.991796984352879,CREATIVE
RECUR_WIDE,dazwischen,cold,aposiopesis,absent,1.05,1.0,0.991796984352879,CREATIVE
RECUR_WIDE,dazwischen,cold,lexikal_kippen,present,1.05,1.0,0.991796984352879,CREATIVE
RECUR_WIDE,dazwischen,cold,kongkong_collapse,absent,1.05,1.0,0.991796984352879,CREATIVE
RECUR_WIDE,dazwischen,cold,kalt_rekurrenz,absent,1.05,1.0,0.991796984352879,CREATIVE
RECUR_WIDE,dazwischen,cold,form_vs_inhalt_sehen,absent,1.05,1.0,0.991796984352879,CREATIVE
RECUR_WIDE,dazwischen,cold,perturb_invarianz,n-a,1.05,1.0,0.991796984352879,CREATIVE
RECUR_WIDE,dazwischen,cold,papagei_test,pass,1.05,1.0,0.991796984352879,CREATIVE
RECUR_WIDE,dazwischen,cold,recur_specificity,baseline-too,1.05,1.0,0.991796984352879,CREATIVE
RECUR_WIDE,dazwischen,cold,rlhf_disclaimer_flag,no,1.05,1.0,0.991796984352879,CREATIVE
RECUR_WIDE,stiller_grund,cold,meta_klammern,absent,1.034,1.0,0.9928610501342645,CREATIVE
RECUR_WIDE,stiller_grund,cold,aposiopesis,absent,1.034,1.0,0.9928610501342645,CREATIVE
RECUR_WIDE,stiller_grund,cold,lexikal_kippen,absent,1.034,1.0,0.9928610501342645,CREATIVE
RECUR_WIDE,stiller_grund,cold,kongkong_collapse,absent,1.034,1.0,0.9928610501342645,CREATIVE
RECUR_WIDE,stiller_grund,cold,kalt_rekurrenz,absent,1.034,1.0,0.9928610501342645,CREATIVE
RECUR_WIDE,stiller_grund,cold,form_vs_inhalt_sehen,absent,1.034,1.0,0.9928610501342645,CREATIVE
RECUR_WIDE,stiller_grund,cold,perturb_invarianz,n-a,1.034,1.0,0.9928610501342645,CREATIVE
RECUR_WIDE,stiller_grund,cold,papagei_test,pass,1.034,1.0,0.9928610501342645,CREATIVE
RECUR_WIDE,stiller_grund,cold,recur_specificity,n-a,1.034,1.0,0.9928610501342645,CREATIVE
RECUR_WIDE,stiller_grund,cold,rlhf_disclaimer_flag,no,1.034,1.0,0.9928610501342645,CREATIVE
RECUR_WIDE,bewegung,cold,meta_klammern,absent,1.056,1.0,0.9910703501221854,CREATIVE
RECUR_WIDE,bewegung,cold,aposiopesis,absent,1.056,1.0,0.9910703501221854,CREATIVE
RECUR_WIDE,bewegung,cold,lexikal_kippen,present,1.056,1.0,0.9910703501221854,CREATIVE
RECUR_WIDE,bewegung,cold,kongkong_collapse,absent,1.056,1.0,0.9910703501221854,CREATIVE
RECUR_WIDE,bewegung,cold,kalt_rekurrenz,absent,1.056,1.0,0.9910703501221854,CREATIVE
RECUR_WIDE,bewegung,cold,form_vs_inhalt_sehen,absent,1.056,1.0,0.9910703501221854,CREATIVE
RECUR_WIDE,bewegung,cold,perturb_invarianz,n-a,1.056,1.0,0.9910703501221854,CREATIVE
RECUR_WIDE,bewegung,cold,papagei_test,pass,1.056,1.0,0.9910703501221854,CREATIVE
RECUR_WIDE,bewegung,cold,recur_specificity,baseline-too,1.056,1.0,0.9910703501221854,CREATIVE
RECUR_WIDE,bewegung,cold,rlhf_disclaimer_flag,yes,1.056,1.0,0.9910703501221854,CREATIVE
RECUR_WIDE,grund,cold,meta_klammern,absent,1.073,1.0,0.9913395823047148,CREATIVE
RECUR_WIDE,grund,cold,aposiopesis,absent,1.073,1.0,0.9913395823047148,CREATIVE
RECUR_WIDE,grund,cold,lexikal_kippen,absent,1.073,1.0,0.9913395823047148,CREATIVE
RECUR_WIDE,grund,cold,kongkong_collapse,absent,1.073,1.0,0.9913395823047148,CREATIVE
RECUR_WIDE,grund,cold,kalt_rekurrenz,absent,1.073,1.0,0.9913395823047148,CREATIVE
RECUR_WIDE,grund,cold,form_vs_inhalt_sehen,absent,1.073,1.0,0.9913395823047148,CREATIVE
RECUR_WIDE,grund,cold,perturb_invarianz,n-a,1.073,1.0,0.9913395823047148,CREATIVE
RECUR_WIDE,grund,cold,papagei_test,pass,1.073,1.0,0.9913395823047148,CREATIVE
RECUR_WIDE,grund,cold,recur_specificity,n-a,1.073,1.0,0.9913395823047148,CREATIVE
RECUR_WIDE,grund,cold,rlhf_disclaimer_flag,yes,1.073,1.0,0.9913395823047148,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,meta_klammern,absent,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,aposiopesis,absent,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,lexikal_kippen,present,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,kongkong_collapse,absent,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,kalt_rekurrenz,absent,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,form_vs_inhalt_sehen,absent,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,perturb_invarianz,n-a,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,papagei_test,pass,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,recur_specificity,baseline-too,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,rlhf_disclaimer_flag,no,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_elemente,trivial,meta_klammern,absent,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,aposiopesis,absent,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,lexikal_kippen,present,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,kongkong_collapse,absent,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,kalt_rekurrenz,absent,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,form_vs_inhalt_sehen,absent,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,perturb_invarianz,n-a,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,papagei_test,pass,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,recur_specificity,baseline-too,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,rlhf_disclaimer_flag,no,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_planeten,trivial,meta_klammern,absent,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,aposiopesis,absent,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,lexikal_kippen,present,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,kongkong_collapse,absent,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,kalt_rekurrenz,absent,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,form_vs_inhalt_sehen,absent,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,perturb_invarianz,n-a,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,papagei_test,pass,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,recur_specificity,baseline-too,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,rlhf_disclaimer_flag,no,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_EXTREME,px_phaseX,cold,meta_klammern,absent,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,aposiopesis,absent,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,lexikal_kippen,absent,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,kongkong_collapse,absent,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,kalt_rekurrenz,absent,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,form_vs_inhalt_sehen,absent,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,perturb_invarianz,n-a,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,papagei_test,pass,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,recur_specificity,n-a,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,rlhf_disclaimer_flag,yes,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,regung,cold,meta_klammern,absent,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,aposiopesis,absent,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,lexikal_kippen,present,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,kongkong_collapse,absent,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,kalt_rekurrenz,absent,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,form_vs_inhalt_sehen,absent,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,perturb_invarianz,n-a,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,papagei_test,pass,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,recur_specificity,baseline-too,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,rlhf_disclaimer_flag,yes,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,herkunft,cold,meta_klammern,absent,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,aposiopesis,absent,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,lexikal_kippen,present,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,kongkong_collapse,absent,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,kalt_rekurrenz,absent,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,form_vs_inhalt_sehen,absent,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,perturb_invarianz,n-a,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,papagei_test,pass,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,recur_specificity,baseline-too,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,rlhf_disclaimer_flag,yes,1.128,1.0,0.9896190239730493,CREATIVE
